Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	PolicyLossBeforeUpdate	PolicyLossAfterUpdate
1.2548513412475586	0	22.24888888888889	11.954740988359616	85.0	8.0	22.24888888888889	11.954740988359616	5006	5006	19.941296	19.865753
2.1737723350524902	1	22.466367713004484	12.203340305391052	83.0	8.0	22.466367713004484	12.203340305391052	5010	10016	20.09793	20.063612
3.0723819732666016	2	23.59433962264151	13.246415180339906	120.0	8.0	23.59433962264151	13.246415180339906	5002	15018	21.27555	21.234915
3.9729905128479004	3	27.22826086956522	16.13300914063917	104.0	9.0	27.22826086956522	16.13300914063917	5010	20028	25.071358	25.046482
4.9436516761779785	4	31.85987261146497	21.738884295879405	136.0	11.0	31.85987261146497	21.738884295879405	5002	25030	31.445822	31.346954
5.881286859512329	5	32.72549019607843	21.307347928357956	150.0	10.0	32.72549019607843	21.307347928357956	5007	30037	31.226377	31.17063
6.839954614639282	6	35.659574468085104	19.309289201426154	148.0	9.0	35.659574468085104	19.309289201426154	5028	35065	30.597939	30.530308
7.749554872512817	7	37.074074074074076	19.85824938374744	112.0	12.0	37.074074074074076	19.85824938374744	5005	40070	31.31758	31.275381
8.650165319442749	8	42.66949152542373	26.54419247177698	163.0	11.0	42.66949152542373	26.54419247177698	5035	45105	38.605427	38.586086
9.546772718429565	9	44.839285714285715	29.034017478095713	182.0	10.0	44.839285714285715	29.034017478095713	5022	50127	41.241184	41.204815
10.503446102142334	10	48.44230769230769	27.612297609759693	143.0	14.0	48.44230769230769	27.612297609759693	5038	55165	40.91775	40.832733
11.461093425750732	11	52.82105263157895	26.540130070425892	140.0	16.0	52.82105263157895	26.540130070425892	5018	60183	42.32835	42.299053
12.401726007461548	12	50.57575757575758	27.077177728098032	123.0	15.0	50.57575757575758	27.077177728098032	5007	65190	41.12482	41.085777
13.33037281036377	13	54.40860215053763	28.043451906286613	135.0	13.0	54.40860215053763	28.043451906286613	5060	70250	43.23973	43.20071
14.279997825622559	14	59.63095238095238	28.99128759189264	150.0	17.0	59.63095238095238	28.99128759189264	5009	75259	46.183506	46.1384
15.218653678894043	15	65.41558441558442	37.02486025100581	200.0	19.0	65.41558441558442	37.02486025100581	5037	80296	53.43339	53.38821
16.13826036453247	16	61.08536585365854	32.93015565853613	189.0	12.0	61.08536585365854	32.93015565853613	5009	85305	48.570793	48.50571
17.03188419342041	17	67.93243243243244	31.102416296626824	159.0	18.0	67.93243243243244	31.102416296626824	5027	90332	50.39038	50.359955
17.915483474731445	18	68.5068493150685	39.947610653485896	200.0	18.0	68.5068493150685	39.947610653485896	5001	95333	56.372063	56.331413
18.81407618522644	19	74.41176470588235	38.46550605034779	198.0	15.0	74.41176470588235	38.46550605034779	5060	100393	57.45378	57.404396
19.72170853614807	20	71.38028169014085	33.690123180550266	174.0	17.0	71.38028169014085	33.690123180550266	5068	105461	52.40514	52.373337
20.62631869316101	21	77.35384615384615	37.73161529671647	200.0	17.0	77.35384615384615	37.73161529671647	5028	110489	58.135185	58.11221
21.524932384490967	22	82.37096774193549	41.71223765313026	200.0	15.0	82.37096774193549	41.71223765313026	5107	115596	62.80104	62.756668
22.437533378601074	23	86.86206896551724	40.92189712959187	200.0	23.0	86.86206896551724	40.92189712959187	5038	120634	63.03569	62.98927
23.345149755477905	24	92.72727272727273	43.737005153927846	200.0	26.0	92.72727272727273	43.737005153927846	5100	125734	67.57418	67.540245
24.294811487197876	25	88.96491228070175	41.791867299281165	200.0	26.0	88.96491228070175	41.791867299281165	5071	130805	64.76516	64.66674
25.226439952850342	26	96.79245283018868	44.001440152488854	200.0	33.0	96.79245283018868	44.001440152488854	5130	135935	69.084595	69.10311
26.23212242126465	27	119.64285714285714	55.20344253782739	200.0	24.0	119.64285714285714	55.20344253782739	5025	140960	86.2925	86.22513
27.172760009765625	28	104.48979591836735	46.54211279286381	200.0	34.0	104.48979591836735	46.54211279286381	5120	146080	74.376724	74.28683
28.172451734542847	29	129.51282051282053	50.85468074408853	200.0	24.0	129.51282051282053	50.85468074408853	5051	151131	88.90897	88.93855
29.159119606018066	30	124.6829268292683	52.44994781293888	200.0	26.0	124.6829268292683	52.44994781293888	5112	156243	87.071106	87.073395
30.06372046470642	31	135.1891891891892	56.18157716597229	200.0	29.0	135.1891891891892	56.18157716597229	5002	161245	92.479744	92.415436
30.958328008651733	32	152.42424242424244	46.031629641545194	200.0	52.0	152.42424242424244	46.031629641545194	5030	166275	97.57847	97.51213
31.952303171157837	33	143.0	51.764960263783756	200.0	15.0	143.0	51.764960263783756	5148	171423	95.429016	95.43389
32.90593123435974	34	156.53125	39.801055556825375	200.0	53.0	156.53125	39.801055556825375	5009	176432	98.4518	98.47431
33.8291494846344	35	170.1	37.557378325259435	200.0	56.0	170.1	37.557378325259435	5103	181535	105.23638	105.22833
34.73783302307129	36	165.1290322580645	43.23882808197032	200.0	41.0	165.1290322580645	43.23882808197032	5119	186654	103.58179	103.60462
35.69948387145996	37	177.10344827586206	38.79685805585222	200.0	18.0	177.10344827586206	38.79685805585222	5136	191790	108.883736	108.91834
36.84928297996521	38	161.34375	39.9410576467061	200.0	56.0	161.34375	39.9410576467061	5163	196953	100.81184	100.838455
37.73486614227295	39	174.10344827586206	38.276079527185935	200.0	75.0	174.10344827586206	38.276079527185935	5049	202002	106.08533	106.06507
38.643481492996216	40	170.9	44.37518075080558	200.0	50.0	170.9	44.37518075080558	5127	207129	106.737564	106.692604
