Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	PolicyLossBeforeUpdate	PolicyLossAfterUpdate
3.9688220024108887	0	3.605187319884726	2.00748646574671	16.0	1.0	3.605187319884726	2.00748646574671	5004	5004	8.302594	8.229643
6.715768575668335	1	4.3149266609145815	2.7667525293927047	23.0	1.0	4.3149266609145815	2.7667525293927047	5001	10005	10.057661	9.989153
9.340670347213745	2	5.5690423162583516	4.078328211192588	35.0	1.0	5.5690423162583516	4.078328211192588	5001	15006	13.211915	13.208633
11.706369638442993	3	6.4388674388674385	4.6136926479628455	37.0	1.0	6.4388674388674385	4.6136926479628455	5003	20009	14.698226	14.804872
13.911962032318115	4	6.551047120418848	4.535059637892939	35.0	1.0	6.551047120418848	4.535059637892939	5005	25014	14.471358	14.554766
16.401713132858276	5	6.565616797900263	4.02701167675948	29.0	2.0	6.565616797900263	4.02701167675948	5003	30017	13.46877	13.480688
18.734370231628418	6	6.954166666666667	4.449639108337264	30.0	1.0	6.954166666666667	4.449639108337264	5007	35024	14.349267	14.294132
20.85587739944458	7	7.348017621145375	4.998460823855581	32.0	2.0	7.348017621145375	4.998460823855581	5004	40028	15.297802	15.231135
22.917343854904175	8	8.40672268907563	5.316783811626088	53.0	2.0	8.40672268907563	5.316783811626088	5002	45030	16.30992	16.309586
24.928771495819092	9	10.368530020703934	7.333578245907676	62.0	2.0	10.368530020703934	7.333578245907676	5008	50038	20.659544	20.861814
26.8441321849823	10	12.899742930591259	10.094297045302344	62.0	2.0	12.899742930591259	10.094297045302344	5018	55056	26.666105	27.292952
29.021708965301514	11	13.938718662952645	9.918982646550829	48.0	2.0	13.938718662952645	9.918982646550829	5004	60060	26.225258	26.68532
30.948079109191895	12	14.294285714285714	11.47353334186722	84.0	2.0	14.294285714285714	11.47353334186722	5003	65063	28.663757	28.48147
32.80939984321594	13	16.629139072847682	11.97437434610505	78.0	2.0	16.629139072847682	11.97437434610505	5022	70085	30.182003	30.140858
34.634681940078735	14	20.813278008298756	12.824153415778566	62.0	2.0	20.813278008298756	12.824153415778566	5016	75101	33.610977	33.89866
36.39895009994507	15	25.591836734693878	13.063297029443483	71.0	2.0	25.591836734693878	13.063297029443483	5016	80117	36.924675	37.049
38.2032196521759	16	29.93452380952381	13.749519420585294	84.0	4.0	29.93452380952381	13.749519420585294	5029	85146	40.538303	40.52189
39.96547174453735	17	31.57861635220126	15.024250270769796	84.0	3.0	31.57861635220126	15.024250270769796	5021	90167	42.6353	42.62394
41.856815576553345	18	39.37795275590551	11.463003916989544	71.0	6.0	39.37795275590551	11.463003916989544	5001	95168	45.86106	46.123165
43.94933319091797	19	48.06666666666667	17.60209222773392	109.0	6.0	48.06666666666667	17.60209222773392	5047	100215	57.422535	57.865154
45.888710498809814	20	56.666666666666664	19.20474478409495	119.0	10.0	56.666666666666664	19.20474478409495	5100	105315	64.267914	66.896164
47.6289324760437	21	59.63095238095238	21.56208078234564	125.0	6.0	59.63095238095238	21.56208078234564	5009	110324	66.33629	66.42574
49.381192445755005	22	71.04225352112677	22.0303482225989	157.0	39.0	71.04225352112677	22.0303482225989	5044	115368	75.420685	75.87311
51.106417655944824	23	82.60655737704919	25.493347694505275	159.0	12.0	82.60655737704919	25.493347694505275	5039	120407	85.582954	86.882965
52.88768005371094	24	91.33928571428571	26.732321785831182	171.0	45.0	91.33928571428571	26.732321785831182	5115	125522	92.535904	94.635735
54.60990858078003	25	143.17142857142858	50.71572633768725	290.0	80.0	143.17142857142858	50.71572633768725	5011	130533	146.35202	149.88603
56.32712459564209	26	126.0	29.00689573187727	230.0	91.0	126.0	29.00689573187727	5040	135573	117.967064	119.79654
58.04291844367981	27	193.57692307692307	53.181238071713196	327.0	116.0	193.57692307692307	53.181238071713196	5033	140606	181.9077	199.83934
59.780529260635376	28	181.57142857142858	73.24246844333872	310.0	22.0	181.57142857142858	73.24246844333872	5084	145690	181.43596	185.93175
61.61783504486084	29	296.6111111111111	126.09570390465284	526.0	56.0	296.6111111111111	126.09570390465284	5339	151029	293.03677	327.92227
63.66028571128845	30	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	157029	827.05414	1037.6637
65.41552400588989	31	320.8125	36.43010216496791	372.0	254.0	320.8125	36.43010216496791	5133	162162	261.44763	359.25363
67.36190438270569	32	958.5	92.79682106624128	1000.0	751.0	958.5	92.79682106624128	5751	167913	776.914	1184.6758
69.39836239814758	33	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	173913	784.1977	788.6693
71.40877985954285	34	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	179913	776.5645	967.80115
73.44623804092407	35	1000.0	0.0	1000.0	1000.0	1000.0	0.0	6000	185913	778.41284	1035.2457
75.16144561767578	36	337.0	79.28429857165919	479.0	214.0	337.0	79.28429857165919	5055	190968	269.44427	336.9182
76.89567804336548	37	147.8	45.57493045210586	191.0	4.0	147.8	45.57493045210586	5173	196141	122.975464	139.95842
78.75001001358032	38	26.2	38.54901641633242	174.0	2.0	26.2	38.54901641633242	5109	201250	61.828526	66.76124
81.28579688072205	39	5.1887966804979255	7.538121581352923	85.0	2.0	5.1887966804979255	7.538121581352923	5002	206252	12.347964	13.208934
84.24190664291382	40	3.41268758526603	2.7520702874247895	42.0	2.0	3.41268758526603	2.7520702874247895	5003	211255	5.000817	5.230955
87.26607012748718	41	2.9661921708185055	1.079594228102717	21.0	2.0	2.9661921708185055	1.079594228102717	5001	216256	3.236226	3.301514
