Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	PolicyLossBeforeUpdate	PolicyLossAfterUpdate
1.0087182521820068	0	20.5	7.783529619223745	34.0	12.0	20.5	7.783529619223745	123	123	-0.06941545	-1.907463
1.1108033657073975	1	12.222222222222221	0.9162456945817024	14.0	11.0	12.222222222222221	0.9162456945817024	110	233	-0.04655517	0.052293256
1.1738367080688477	2	8.833333333333334	0.6871842709362768	10.0	7.0	8.833333333333334	0.6871842709362768	106	339	0.15379126	-10.2343235
1.2388801574707031	3	7.846153846153846	0.6617173282340483	9.0	7.0	7.846153846153846	0.6617173282340483	102	441	0.048373718	-7.6103544
1.297935962677002	4	11.88888888888889	3.314763086705844	18.0	8.0	11.88888888888889	3.314763086705844	107	548	0.04503677	-0.03319734
1.3539619445800781	5	12.444444444444445	2.629368792488718	18.0	9.0	12.444444444444445	2.629368792488718	112	660	-0.017660247	-0.7893611
1.413003921508789	6	11.1	2.9137604568666933	17.0	7.0	11.1	2.9137604568666933	111	771	0.008281581	0.16773388
1.4710469245910645	7	12.0	3.366501646120693	21.0	9.0	12.0	3.366501646120693	108	879	0.06851413	-2.2168944
1.528085708618164	8	11.666666666666666	4.109609335312651	18.0	6.0	11.666666666666666	4.109609335312651	105	984	-0.12807503	-0.8762409
1.5831389427185059	9	12.625	6.122448448129228	24.0	5.0	12.625	6.122448448129228	101	1085	-0.0029422813	-1.2542717
1.6451833248138428	10	7.428571428571429	3.2450904833144416	15.0	4.0	7.428571428571429	3.2450904833144416	104	1189	-0.11332241	-0.5710386
1.7072153091430664	11	5.368421052631579	1.7535085525218612	12.0	4.0	5.368421052631579	1.7535085525218612	102	1291	-0.023759108	-0.5993239
1.771273136138916	12	6.0	2.765331593774861	15.0	4.0	6.0	2.765331593774861	102	1393	0.073109105	-0.11943847
1.8333170413970947	13	7.357142857142857	3.55783125868922	19.0	4.0	7.357142857142857	3.55783125868922	103	1496	-0.023236949	-0.19361846
1.8893444538116455	14	11.666666666666666	9.41629792788369	31.0	5.0	11.666666666666666	9.41629792788369	105	1601	0.06432286	-0.1614053
1.9483845233917236	15	13.25	8.671072598012312	28.0	5.0	13.25	8.671072598012312	106	1707	0.05955965	-0.058952764
1.9994206428527832	16	17.166666666666668	12.34796429466097	35.0	5.0	17.166666666666668	12.34796429466097	103	1810	-0.1294825	-0.47166196
2.0594632625579834	17	29.25	11.903255857117413	48.0	18.0	29.25	11.903255857117413	117	1927	0.035024922	-0.79336596
2.113513469696045	18	24.0	4.1952353926806065	28.0	16.0	24.0	4.1952353926806065	120	2047	0.1211673	-4.478749
2.16353702545166	19	53.0	1.0	54.0	52.0	53.0	1.0	106	2153	-0.101594485	-5.705128
2.2155861854553223	20	50.5	4.5	55.0	46.0	50.5	4.5	101	2254	0.21664684	-1.856
2.267611026763916	21	34.666666666666664	1.247219128924647	36.0	33.0	34.666666666666664	1.247219128924647	104	2358	-0.07970604	-0.71896684
2.3266541957855225	22	32.75	0.82915619758885	34.0	32.0	32.75	0.82915619758885	131	2489	-0.023806358	0.2690221
2.3836967945098877	23	27.0	13.360389215887388	37.0	4.0	27.0	13.360389215887388	108	2597	-0.14765286	0.57499874
2.4537432193756104	24	3.0606060606060606	0.2386062992124791	4.0	3.0	3.0606060606060606	0.2386062992124791	101	2698	0.01116447	-1.0831237
2.5237929821014404	25	3.0	0.0	3.0	3.0	3.0	0.0	102	2800	-0.025056012	-0.037141334
2.5928597450256348	26	3.0	0.0	3.0	3.0	3.0	0.0	102	2902	0.028464627	-1.3167093
2.6638927459716797	27	3.0	0.0	3.0	3.0	3.0	0.0	102	3004	0.040170748	-0.029328078
2.7289392948150635	28	3.0	0.0	3.0	3.0	3.0	0.0	102	3106	0.14064069	-0.1799032
2.7949869632720947	29	3.0	0.0	3.0	3.0	3.0	0.0	102	3208	-0.0352181	-0.19789192
2.865036725997925	30	3.0	0.0	3.0	3.0	3.0	0.0	102	3310	-0.040023837	-1.8064947
2.9350852966308594	31	2.8857142857142857	0.318157963590287	3.0	2.0	2.8857142857142857	0.318157963590287	101	3411	-0.10057581	-2.3515155
3.0081377029418945	32	2.4878048780487805	0.4998512568760779	3.0	2.0	2.4878048780487805	0.4998512568760779	102	3513	0.008316071	-0.09207653
3.073183298110962	33	2.861111111111111	0.3458305443885759	3.0	2.0	2.861111111111111	0.3458305443885759	103	3616	-0.1305708	-1.8911225
3.143247127532959	34	3.0	0.0	3.0	3.0	3.0	0.0	102	3718	-0.00064215704	-0.35985494
3.212282657623291	35	3.0	0.0	3.0	3.0	3.0	0.0	102	3820	-0.050452307	-0.72226137
3.274326801300049	36	3.0	0.0	3.0	3.0	3.0	0.0	102	3922	-0.016912203	-1.0511928
3.33536958694458	37	3.0	0.0	3.0	3.0	3.0	0.0	102	4024	-0.07314756	-0.95199853
3.3944170475006104	38	3.4	0.48989794855663565	4.0	3.0	3.4	0.48989794855663565	102	4126	0.0150915	-0.51861537
3.4574711322784424	39	4.208333333333333	0.40611643103370687	5.0	4.0	4.208333333333333	0.40611643103370687	101	4227	0.23847686	-0.73790467
3.5185141563415527	40	9.454545454545455	7.352966455960434	29.0	6.0	9.454545454545455	7.352966455960434	104	4331	-0.01681657	-1.4197265
3.586548089981079	41	33.0	2.1213203435596424	36.0	30.0	33.0	2.1213203435596424	132	4463	0.07888585	0.96939665
